TxHash,BlockNumber,UnixTimestamp,FromAddress,ToAddress,ContractAddress,Type,Value,Fee,Status,ErrCode,CurrentPrice,TxDateOpeningPrice,TxDateClosingPrice
0xaeba4a5cfcdff8a32ab1e44f0f0d40db1409d03b7fff7213837423c1bdc9f806,6299192,2024-04-10 16:19:27.000000Z,0x3e2f18E12fa3DE657CE80e603eBD120443D77523,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,976847633996,ok,,3843.486211,3505.137342,3505.137342
0x1773e9344e2b33ec389f6faf0e21f412d957330c566f41634a3e04c775b21d48,6299186,2024-04-10 16:19:15.000000Z,0xc62d83eeb7435659908536c59AA1c3eC19A83D5a,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,968644123688,ok,,3843.486211,3505.137342,3505.137342
0x657a475b26711d6f294ddcd2315dd4239a5fa1dd90d32cc35f0cca411962aa76,6299184,2024-04-10 16:19:11.000000Z,0x82040Ff074DdAEEed07249Af16B8bb68570A681a,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,959120718266,ok,,3843.486211,3505.137342,3505.137342
0x75b55195588ec1bfe1742e943b5bd0ace1dcc0edf3256101038b1baf8635d7ee,6299180,2024-04-10 16:19:03.000000Z,0x5282Bd27BFAfB64678D19B77202EA7E0cC025079,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1090465406974,ok,,3843.486211,3505.137342,3505.137342
0xde55a20d994cf144e286989c91b95b00a7f7268e7e607e99f71e7b5fdd94563f,6299172,2024-04-10 16:18:47.000000Z,0x10ac27868b24b2b6299449aC82aBb3D7C34AF272,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1057042099522,ok,,3843.486211,3505.137342,3505.137342
0xcf6422d9b21dd29df4b5b37c1f128d837f8f37010080f03038c7238be84bc637,6299165,2024-04-10 16:18:33.000000Z,0xa4A3a55Ce9D87b53684cFD019C406b67d97808D9,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,986885968253,ok,,3843.486211,3505.137342,3505.137342
0x8b716a9ffcc275aad64a14aef41d1e4fd2f1c428ff189c4c219aaf44178bcd70,6299165,2024-04-10 16:18:33.000000Z,0xe1b01f8C49cf8Dcec545D9369115723ABcb5a19C,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1086659822174,ok,,3843.486211,3505.137342,3505.137342
0xd50525164fd0cc684eb1cb7a2972366aea3d397302f7a35f9cd4b686217c9331,6299161,2024-04-10 16:18:25.000000Z,0x3a00daC9E62D2101D43239729110989e47Cb60Eb,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1093725622174,ok,,3843.486211,3505.137342,3505.137342
0x76c899b141c196bd672708fad6763b49a73a290e4ffcd2102797229e0a5ca682,6299153,2024-04-10 16:18:09.000000Z,0x10D337e1103078FfBEcBeddFB275bf5EDA6a5c92,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,993334744914,ok,,3843.486211,3505.137342,3505.137342
0x0e72543468a672b4e87c3f1c254599b3ab3e54dd6119fa2e76fbd8e186bcc2af,6299148,2024-04-10 16:17:59.000000Z,0xC95f628A951b9127dc90B9a33592C7e16C792E8C,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1079132675936,ok,,3843.486211,3505.137342,3505.137342
0x498678f83fc4abd7f5f2dd4ce16e3df913fb6f6f9d2a72078af7f7c6a6d2d47e,6299145,2024-04-10 16:17:53.000000Z,0xA5e4329F1D0d19bB2E49f8255B0e32ab2D5A64bC,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,997624825654,ok,,3843.486211,3505.137342,3505.137342
0x8b07cac471327fa400b313bf0ecaf9dba89ee1f4b9404486f53514c6f679a1a2,6299145,2024-04-10 16:17:53.000000Z,0xB08672CebC3Ab57b0cf3f30D4Ac0DB7Bc511F571,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1090480831532,ok,,3843.486211,3505.137342,3505.137342
0xa71d159b9bf940ac898ad6d99a0f689f49a8792bb0fc0f2421889be62a011f65,6299144,2024-04-10 16:17:51.000000Z,0x412BF9BaaB7cacf4fdC7f3E3e2D9977036d09a7D,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1103487979819,ok,,3843.486211,3505.137342,3505.137342
0x168b04f5772b041ef9fa752ab94e1defd27fedfdd48095545d216fb1cde42172,6299142,2024-04-10 16:17:47.000000Z,0xF25EA9Ff3219A01fD37FA39E3c9Fa69aD6bd5839,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,982914314784,ok,,3843.486211,3505.137342,3505.137342
0xa1414da303204647f9b839b59d3a6c8999596bd764cd092d4fc4c02a34d8545b,6299139,2024-04-10 16:17:41.000000Z,0x6BB475cd6BFf177eBad44911BaA5F9099Ab887A6,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,983678858539,ok,,3843.486211,3505.137342,3505.137342
0xce40396b305b1509e1edc65d0ea628580d36d12c41736ed6bbcf9b1491077c14,6299132,2024-04-10 16:17:27.000000Z,0xD3479705C0F536ad2c77BcBAf877E1D15e1f50C1,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1086393128768,ok,,3843.486211,3505.137342,3505.137342
0x5c6ef0fcfc8f222f72980b829f2f94f795652d52ce5d683811989666e95f6651,6299121,2024-04-10 16:17:05.000000Z,0x007b4121D8d8f8eE386Ce29a321261F6B974c423,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1007394975879,ok,,3843.486211,3505.137342,3505.137342
0xe4f78e7905c0c7d39805a46feea613d8c4dbdabd95765ac256c2df6b2f8343d8,6299116,2024-04-10 16:16:55.000000Z,0x90Fa116083Fd5aD4e6B8b8F9C0C68599E2DAAb8E,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1110829939445,ok,,3843.486211,3505.137342,3505.137342
0x37ff384174e706fd1d7b9bdceed7523a3b13eaafb2f53a852c5a2a92a7f2a5fd,6299114,2024-04-10 16:16:51.000000Z,0xD74a0D08d533b2723482A5d638C5b1A2b52CdE0a,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1117895739445,ok,,3843.486211,3505.137342,3505.137342
0x1cf34e87ac554e3639e31fa23247a4290a67c11b4ef74150698b0040cf642fff,6299112,2024-04-10 16:16:47.000000Z,0xf55E7e4430B6c5048B299F5b379237D295170Ff6,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1105069939445,ok,,3843.486211,3505.137342,3505.137342
0xb1941b20562e0562e4bb831f3bca1dca173bc7f6a78d3efec542770178cbae62,6299108,2024-04-10 16:16:39.000000Z,0x5d47e5D242a8F66a6286b0a2353868875F5d6068,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1137552671688,ok,,3843.486211,3505.137342,3505.137342
0x596a44f17f7b29501d8511d9fa6837dde8c590adf66783e0f284196e4175deb9,6299103,2024-04-10 16:16:29.000000Z,0x79682489385337996edD00eB56B4238b597BFAE7,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,999866291056,ok,,3843.486211,3505.137342,3505.137342
0x925b062e14305b9784baf0fabff5b1ef73451d06f7737e457991587dc9b5c829,6299102,2024-04-10 16:16:27.000000Z,0x69155E7cA2E688ccDc247f6c4DDF374b3ae77Bd6,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1105386863148,ok,,3843.486211,3505.137342,3505.137342
0x9e20f4905f8d7abcc48f729fb36e330578c294dfaf4a42fd7e7c8d96fa119bec,6299101,2024-04-10 16:16:25.000000Z,0x1a960381ee0218CaEb16D1a98E57617b00b0647e,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1089657677898,ok,,3843.486211,3505.137342,3505.137342
0xb729f3cba09cbad38ae41cf5c129c7e02d1a0b519778ba97c714a038d2bfb845,6299099,2024-04-10 16:16:21.000000Z,0xe3482c30D29e25951B0834426885CF880a0bb7e6,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,886801578749,ok,,3843.486211,3505.137342,3505.137342
0x60e84b15db55407b219c4a063dc1a23824a34d8f707c808e49c67cbcdd6cfbe2,6299089,2024-04-10 16:16:01.000000Z,0x800d22F96d0656f511695A342692c21c69690c5B,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1009058277212,ok,,3843.486211,3505.137342,3505.137342
0xd47c229ea941af54879934ee5ad7306ee6b0ea5f74356346786bce378ca2a4f8,6299085,2024-04-10 16:15:53.000000Z,0x1d2f995839107870e0F6599c83477adE9491bAA3,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1013140548059,ok,,3843.486211,3505.137342,3505.137342
0x5f8800aa572744224e3fab5f0eaf2bba0e55b1abc2c66b87981dcf7264cc2571,6299083,2024-04-10 16:15:49.000000Z,0xDe35E997feAd4613CA3411eCFE7fa9234a682869,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1118254705313,ok,,3843.486211,3505.137342,3505.137342
0xc72caa0a424033a61d010ff9e6e1f961d69c88af3837e80dcf915f2977339fce,6299079,2024-04-10 16:15:41.000000Z,0x6f61B27439c215CA67fEB77D938d159A7fD6498c,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1063138428082,ok,,3843.486211,3505.137342,3505.137342
0x30e287407c4b5941a6ce2b93451d36c3a52d00cb00082743184e2160ba1c05ae,6299078,2024-04-10 16:15:39.000000Z,0xceA9F9e08954c2696058c327feDae2ac0Ec0DDae,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1087380695904,ok,,3843.486211,3505.137342,3505.137342
0xdc5dde2d6a7ca8a83b1262ef10b4d4f918ec2ed9ab1f25cb76611d8b94184574,6299078,2024-04-10 16:15:39.000000Z,0x88d3B5D79bA5E942Fa6a05f2428B84C20813D6b5,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1165651153804,ok,,3843.486211,3505.137342,3505.137342
0x873b83b5900a8df8b69d329ddb77e0be3411c37d78f780143f4e2da8a9a9a518,6299068,2024-04-10 16:15:19.000000Z,0xFE7193E40DA82c224F07098d77Ce0A68302976d3,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,996310876483,ok,,3843.486211,3505.137342,3505.137342
0x9f37ce5ae78edcb0353b0d218abdc516c0c54f1ab2819ea68a24c382f9bed663,6299065,2024-04-10 16:15:13.000000Z,0x48f621b49546557b9dD168EF79119b7763659E42,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1002070876483,ok,,3843.486211,3505.137342,3505.137342
0x437fdbbc6f986dd59e431c18e126d3c265e7cd932b864492509a81c997048828,6299064,2024-04-10 16:15:11.000000Z,0xBa3C78219Bc4cD62B11a57e29573153e4F736385,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,898485875060,ok,,3843.486211,3505.137342,3505.137342
0x67e469b83e28d1368239510001b102ac72f82b73f9ffe3c38d3ab17544460fbb,6299063,2024-04-10 16:15:09.000000Z,0x2aA8d700a9b440405bb5Acbe3171e6f9660db7f9,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1096194519046,ok,,3843.486211,3505.137342,3505.137342
0xacf3cf78a646279efe8fa7360dca27960fb078a417f69427738825b09934cc3d,6299059,2024-04-10 16:15:01.000000Z,0xf29Bd2f021D292C26F4D54aC3995F2c2AC8c69e1,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,989113431694,ok,,3843.486211,3505.137342,3505.137342
0xcbd72356fbaa5c06050be65312595eb1db846a0b0f5f741e66beaf11b367f963,6299054,2024-04-10 16:14:51.000000Z,0x4361c1828DBF62DC552326c2F375d2EF405cC9De,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,972826802350,ok,,3843.486211,3505.137342,3505.137342
0xd78fd61b31282843fedb26aa2df444d2d1bd37ba0b7b328b4bb01e395d8ac189,6299053,2024-04-10 16:14:49.000000Z,0x94b3780310039C568889c824D1FCF825E140be37,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,981124503474,ok,,3843.486211,3505.137342,3505.137342
0x86aedfc20081fc0a3111af29f23d72738259dad1ec3fa1a4d8ff124517da17f1,6299050,2024-04-10 16:14:43.000000Z,0x2dD3e84959E42B92F68682cca59BDf0F820280D6,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,994809704479,ok,,3843.486211,3505.137342,3505.137342
0x71364216e100e9293e23d9f2182aada5819de41ae43b2d6ad27c50a15390d56d,6299043,2024-04-10 16:14:29.000000Z,0x691D95cf3fB58f54EF830B04d38995bc6d1878Ec,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1147273534080,ok,,3843.486211,3505.137342,3505.137342
0xc97d7df6d4c3f6926b603d952714a3ed1f8058b4405da53a27da9180228dade1,6299042,2024-04-10 16:14:27.000000Z,0xA170D97bef104302a7e8F47F1637a8c5Aa7886b6,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1140207734080,ok,,3843.486211,3505.137342,3505.137342
0xdcb488206083d0ccc4d0b3b4230d2be13aa30b76f3b085bf857ec28b992fd406,6299036,2024-04-10 16:14:15.000000Z,0x540616BF2BB6Ba7c7f663ECcE3c25D558D923076,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1054790191102,ok,,3843.486211,3505.137342,3505.137342
0x8a6a71cd8f6667b6e838f6b7028b1e2774cc59e4c73da9fa1beb4910337e3592,6299030,2024-04-10 16:14:03.000000Z,0xD9479762eaafea054E21fefdeA122545Ea07BE61,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1098264963298,ok,,3843.486211,3505.137342,3505.137342
0x848121962e697ff1721be6b554b918acc91d872d5eddca6d792967b78141c85b,6299027,2024-04-10 16:13:57.000000Z,0x7844dC435F97549Cd4e1C1A170abB918c6e99C77,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1002596576649,ok,,3843.486211,3505.137342,3505.137342
0x79dc2ba2de0ad7cb3886facd24c90bd6936824c939533bfbef46eb76d2922e75,6299024,2024-04-10 16:13:51.000000Z,0x0C2497Dc155A07d1CD183d76CEaE383b4A6bC48E,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1180467286639,ok,,3843.486211,3505.137342,3505.137342
0x8289fec63589ef9a57dba95f8ab2af90bf2aeb27f26e8ee74e0da538951ee4b4,6299020,2024-04-10 16:13:43.000000Z,0x180cb6fa269D688698006E8BddAF5A5950B2076C,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1079273867070,ok,,3843.486211,3505.137342,3505.137342
0x370f3a11cf289826450e2f32d8b6a919bc76aea5dc700d2a103415773ae86eab,6299019,2024-04-10 16:13:41.000000Z,0x3C8baBA92EbdD6d58cCDa6A8E8B240129dDb1042,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1174529728425,ok,,3843.486211,3505.137342,3505.137342
0x4db7744b374f955e8f16c2e23e9a7cd7e2904b83b027d262b99b4c82c0dc0ff8,6299018,2024-04-10 16:13:39.000000Z,0x61E6C37a37231a534fa1a8cc016D3860E754c437,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1078426544457,ok,,3843.486211,3505.137342,3505.137342
0xea9fe7981b08f8e3be5b2c71a27f91b1f63e77de51dc1a8852d258b4c5841d73,6299009,2024-04-10 16:13:21.000000Z,0x28Aa5c6653bF726A70EC922Dc310dBcfb90C7dC6,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1085453594038,ok,,3843.486211,3505.137342,3505.137342
0x43598b5cd406124494f093b79c06ef847cb5018393a28f28e5d1c2731008784a,6299007,2024-04-10 16:13:17.000000Z,0x0Ad482dF362A171d24160247ad8dFD33311Db246,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1178929719956,ok,,3843.486211,3505.137342,3505.137342
0x2778127a80d5ae3b33de0692383c6c606b0b5bd6a3999dffe09459d1f73318e7,6299004,2024-04-10 16:13:11.000000Z,0x4Df8C568A97A731084a214303dA5BD7DBB6aa185,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1078552494514,ok,,3843.486211,3505.137342,3505.137342
0x11d987250539b40fc995e42becb3fdd93ccafec34ddfa26b24efa38a864fb76f,6299003,2024-04-10 16:13:09.000000Z,0x32d375bDAC71dcD9472b0BF1CE2C77bE58Bd9b72,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1204480873081,ok,,3843.486211,3505.137342,3505.137342
0xfe6d0af995ed11ff1a4c0d94b5e5ea64ac1d9770620686eae5c8c759c240ff3e,6299001,2024-04-10 16:13:05.000000Z,0x9e3c3697c2006a5E54dd454A7b4681BbBe8BD2ee,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1110318424540,ok,,3843.486211,3505.137342,3505.137342
0xd1662023db18076f21edd0ca749f6e2229075c01eab38b1ed2226e5ca931f8e0,6299001,2024-04-10 16:13:05.000000Z,0x09369Fe55b390Cf8a200b05808237D08458F00B8,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1120001360456,ok,,3843.486211,3505.137342,3505.137342
0xc7f0843b41152b6dbecdc7d871fb7256285f769d245c94d72050ad9887e372e6,6298991,2024-04-10 16:12:45.000000Z,0xEEA36725223b29C9Eb3d20b9f9934bA555F8E623,0x68e6c417b6607eA0b406168Cb625299C75b223e8,,IN,0,1110720330988,ok,,3843.486211,3505.137342,3505.137342
