user,total_amount,liquid_amount,vested_amount
0x927b28327fD41Bd93DF64Ab84A7D7CDC1d250293,1687,269.92,1417.08
0x922b1A4bb741CBBE4bb644c02b87129b56C155a2,1672,267.52,1404.48
