user,total_amount,liquid_amount,vested_amount,tx
0x21f4aa076e1cf8b458884d6baaee61eb4c1d65ad,3602000000000000000000,576000000000000000000,3026000000000000000000,0x2ac5873225046c39ca6117304fcb816437630576de424530ba5649044f0c1a46
0x90d4b737502b76b5f173d880e8150db59ce19c6f,3506000000000000000000,560000000000000000000,2946000000000000000000,0xcbee7d7fb3dd0fdba7ec22e22a6d4dd6af079d5aa13a685d7f0a5d0f2a129606
0xd564656d4b3121b7ba11027cd72d40efcfabe652,3495000000000000000000,559000000000000000000,2936000000000000000000,0x8296f2283b1212147d11b96b008e2e2cf3d54f99bbe25f60ca028b985e54400b
0x1105ed9a0ef92cb38bfe604778bb65179d10e012,3503000000000000000000,560000000000000000000,2943000000000000000000,0x75b554ce26cef9471e17200fd7881e3f420c48601d1fed09526e7d7efe653a50
0x8ad19587a09580fbfca0bc31b99fa5f46080510a,3496000000000000000000,559000000000000000000,2937000000000000000000,0x25e1a981ba13452f75c15a54d5ebd5ad43210b030d0595361cda2e2a3819a220
0xbbeef5c4bd232010e68ee5191b6bc241608b24e2,3230000000000000000000,516000000000000000000,2714000000000000000000,0x89cf0106a3a985c184cbae3fa2745a8347b6493f8efbdf2e0f896cd7d53dc37f
0xd5f83f2d001ff45c472a6a44211697b3479101b9,3197000000000000000000,511000000000000000000,2686000000000000000000,0x36d5c1e889a95882375d33420b7359823ce18f00b1e2107913c7304d2b4c8fd9
0x082b24847001dfc8cef3ec3c46a048679af89a98,3201000000000000000000,512000000000000000000,2689000000000000000000,0x60aa9371d2a7a607a50a4cbc16200f45f36f326de3aeafb3390dafe28d65d6ef
0xa6f4fa9840aa6825446c820af6d5eccf9f78ba05,3150000000000000000000,504000000000000000000,2646000000000000000000,0xd190d710dd7f622f67f676de404c331afbf135dea74714285bee63c50b8369d0
0x8fb969555da7fd99c97ce8192abfbb5c0769ad38,3192000000000000000000,510000000000000000000,2682000000000000000000,0x32d3beb8d8e520691dfc15343a2b288ab8ccfea0ca174d0aaf64aeee5c7121d0
0x2a7e86f90215062ad6aac678a3586b3bfc73cd9c,2985000000000000000000,477000000000000000000,2508000000000000000000,0x8ea1416549679436a08093ec95f04d29bc58649c0923276e1d0d327553c5f5b6
0xbd807532a452c08a6730587b73c5d23274877ba6,3022000000000000000000,483000000000000000000,2539000000000000000000,0xb3d6453216a899ed2f53c342399c83e065d13c9ab13bc2a8319110ae6d4195cd
0x88599f664ae91dd8fc8bf82ed15323a94d594970,3071000000000000000000,491000000000000000000,2580000000000000000000,0x395a318568f0fd49a648c0db6ba8a74205aa415bf9cbdfcf72c8fcf4fe7e757e
0xc6610a8a8a00180170745c9cc91e137f24e4cabe,2962000000000000000000,473000000000000000000,2489000000000000000000,0x078ab872a7622b44c3ccff990fc0c3d48b1367faaa07d30acbc382bf629b3908
0xe0c35d15d6ccbfaa97d61c7a315ad9d276c8777d,3025000000000000000000,484000000000000000000,2541000000000000000000,0x1261ff7da33c80f4da2d166720b788491c0f0d1862c95cfae981cfa78cbda4b1
0x9af97dbc9ba27ce1342d9b2facd776df7d0d4f7b,3029000000000000000000,484000000000000000000,2545000000000000000000,0x7a625444bdc615d1159cd1682ea5464f332f41f5963cfbf91dfee67fb078264b
0x3aa29481205c7f08d825e9eb90069bbbe5aff565,2931000000000000000000,468000000000000000000,2463000000000000000000,0x438947beeef9cb31d55e2e2713c1cb2d09c06de6a0600f3293ba7d444d1695d1
0xb4ad1b4ab790c5ef71698a73febdd6421dd25261,2892000000000000000000,462000000000000000000,2430000000000000000000,0x9fbe9d823f6cd1b04f5583fe50f1bfacbb5f707828b2680cca8fdf76fb79e235
0x1546b970afc85bb7448b2c50504be0c4640408dd,2862000000000000000000,457000000000000000000,2405000000000000000000,0x0d1ada2e05a58e5ef200d2596ff40e15c5d83472b27db3e3fd3da79a20ace808
0xeb4576fe753dab07635c0bb6c8f0a355e1db5d31,2945000000000000000000,471000000000000000000,2474000000000000000000,0x93700f058db5a09c28ed28507e743d24e5b34534bf125c7aee4d6ac7210bace7
0x22d963dfd8d22adcd33957b5fdbdd9858cfdb82f,2822000000000000000000,451000000000000000000,2371000000000000000000,0x400fc0089ef97f3132d4659b933aaadd61feea7607ec913c701bc4b5504bd5ce
0x88ca682c8dd3f6ee798d1dfac3ac90799a54381c,2850000000000000000000,456000000000000000000,2394000000000000000000,0xcaa0a4688105ae0d89b27148b66aed6e33871c07ee767fb65ec5b9b3000d1bc3
0x569d327288d8354f16813afb01bba0e60c1301f9,2911000000000000000000,465000000000000000000,2446000000000000000000,0x3f22a854dca5548eb826631d63754f917ec46fcf1a988699ece9ff20df919d4d
0x9c70b1fd2843c70a60e8259e7e4e0d3a0191a731,2860000000000000000000,457000000000000000000,2403000000000000000000,0x08562fd6e0480a983803e65dbdf51cb3fa661e0c4cee5afe361295b149782bd6
0x4bb36beb6cc4b487dffbff987e36517dbb6182a0,2766000000000000000000,442000000000000000000,2324000000000000000000,0x2593bc5e5fbc1cd8b6e7b8c011313cbd7303983054d0ecefd9d2c58826b8e64b
0x17717025fe3d88e153983f20e3fe2025f9c58f61,2740000000000000000000,438000000000000000000,2302000000000000000000,0xd9753d317b2ce9f18e7ea111b576e0c98faa791c9756727521651e6ae1058a3f
0x299499a5abe68e71aa78a6d9b707df63125d917e,2815000000000000000000,450000000000000000000,2365000000000000000000,0x2ed3e8acbce01ee055a874da61925bcfe9cd08872c5f70c879f7093fc9983ced
0xb1c0d822e2cd6d564d71b50aa02fdee9d198943e,2802000000000000000000,448000000000000000000,2354000000000000000000,0x1fc45ab88184726b5a75feeae17fe4607d081cc118385040d7d9e672bd0cee3b
0xe6730c324eed9eb55041cb6e1ce32ce677f9694b,2759000000000000000000,441000000000000000000,2318000000000000000000,0x9b44b6faced165a60199a3f8ce0034f845c6fcc4816f53c2ab7381b69aa0107c
0x3bd83fb2536f0a576282a127f805655f7d5ffd16,2682000000000000000000,429000000000000000000,2253000000000000000000,0xced3767b0aecd9bbcd967f238ed7a21fc4f888cb3740acb49633d93996c4bff6
0x026242cccc8c6e1dd472e5273b1b4bdd1a45fcf5,2713000000000000000000,434000000000000000000,2279000000000000000000,0xb6f46c24de6c0fa9a12c247e9100749b521150a69e5a1da8f134561a09e1e130
0x7d9659c738db44f2355e15daa4d4f422449dd10e,2601000000000000000000,416000000000000000000,2185000000000000000000,0x4562d521a6bd43883b85b532d461a5e1c3be5bbeacfac518f43c265b32a5530d
0x0d31dc30948b425acc6428b6053b9addea265a83,2609000000000000000000,417000000000000000000,2192000000000000000000,0xec68a5dce7f858c6894bb82ebc4d49d173382f788f06e43e80db6e079ad782c6
0x4008efdc5039934b38d06d553b3c0bcb5ac1eb4f,2568000000000000000000,410000000000000000000,2158000000000000000000,0x98e0ceded43590f481f7d4a023335d454ccee31fd9deacddb5783767442bae31
0x4d0f4b3e47fc4cdfad942fb5e128bc933b20bd4a,2598000000000000000000,415000000000000000000,2183000000000000000000,0x1c1e15272ad07c80d4339bf1ea473213de83ced9c0addbd3386d4932e05608ca
0xc234a06b337b223679a4ee76e325542c5ba9573e,2525000000000000000000,404000000000000000000,2121000000000000000000,0x7be40883acd23d41b9c70e90845b676581ce2893f721abbede2a4705c8010d94
0xfdce5951f9c4a64c397ed3ba8ed6408e10df2b8c,2385000000000000000000,381000000000000000000,2004000000000000000000,0xabfd3a4f1c6b4d85ace7fe233bf8bd07f3b980d7dfa8a43948bc71003a31b0cc
0x71c6f6c3bc2e82bc17c83dc0f53b9035eb8041f7,2385000000000000000000,381000000000000000000,2004000000000000000000,0x0ca4dcc39ea24d566a999526c3dc602d43b3c09f3cae18110d01d7b0a32cde8c
0x23cf9e2695661ff0c39d8b2d5c04724558e59ed0,2341000000000000000000,374000000000000000000,1967000000000000000000,0x770f87e04b4dd3bc1f4ac32cb5699dd6ad7a962e96e7371f0dc7b591413390f7
0x8d94436827c51810b477d8a087b30169643bb23e,2370000000000000000000,379000000000000000000,1991000000000000000000,0xfba84af5d90e32185ed843a5a8a62784870930a8cacbbf3534e7291d4061dd79
0x9b81306f55eaf6e4b4b451b5df53769b9d827db9,2360000000000000000000,377000000000000000000,1983000000000000000000,0x3cc78d95d0d7e14f90016454809b55020a9ffbfdcb8bf44df4f059cb49c10498
0x826ca8bbed18c587320d8b822f8c632544271e99,2338000000000000000000,374000000000000000000,1964000000000000000000,0x0b89ef28f98327acb4cbcd64721fa2357eadf003c16a776ed8337cb1fd15a671
0xb417f4a5647a792ff7aad04600497bc94b6ea6a8,2380000000000000000000,380000000000000000000,2000000000000000000000,0xa1fbfa719749519efea715de97b22842a58d46dbc51b186a7a7ca5122891a3e3
0x7cfe232ed8b0acc111ec780b7cb95c68f3cf7aa6,2360000000000000000000,377000000000000000000,1983000000000000000000,0xed48ed549b022d6d6afe4bf2244aedaca956430d11f32d26c605c63f07ec6db6
0x598c6275b63f7035376f298d93f92e7853ad8f5a,2360000000000000000000,377000000000000000000,1983000000000000000000,0x15e0a0725f33a3acdf8ad6e5cf03fee0b1bc3c2ae4913912406316f1771344ed
0xe4dd0a2c870360e23c6f5092cd38d6df19a5b2ce,2355000000000000000000,376000000000000000000,1979000000000000000000,0xd2f31d540e1f36657703104a7fa8c9e80845967fe48e9195f8af7cecef973f1e
0x81297f9e0a61d511d712689d5a6a5fa7f6e2aa58,2253000000000000000000,360000000000000000000,1893000000000000000000,0x724c3d8ca51c0ae0ae41d19a8a11659b0fd526eb65107ca753fde4261631372d
0x9cdca6bf135d60b3700dc54336526d3768999b2d,2301000000000000000000,368000000000000000000,1933000000000000000000,0xa2c598407dcdc25419faed46c55aa65c9d5ff38ac4021282059ed4e2bc04f8a3
0xb07927765549fd53cd052cbfd97db62e69638917,2311000000000000000000,369000000000000000000,1942000000000000000000,0xf4d3bb464478945767594bbc6c36f154da0144a0fb9607e689df9e74b7400cc9
0x3065c42adb689a651ae406834982ea3c44adde80,2268000000000000000000,362000000000000000000,1906000000000000000000,0xca548136f1745c460cfa14eecb5cd5f53bb801d8f9de303852b3e4d16409f0af
0xa1ef358d4afe6ae98dab17cfa7e29a8caa47e722,2300000000000000000000,368000000000000000000,1932000000000000000000,0x542b0a8e4d0e561e6c1ba759c77f79f795ffcaf4ac11dffc6fbd4f8fdbda8b6c
