user,total_amount,liquid_amount,vested_amount
0x24fa1661924f2c7f37aad8c70433a2d554ae5f9a,8092000000000000000000,1294000000000000000000,6798000000000000000000
0xf8fbf1d251586fcddd34231a1dd3a9c61c79efa0,7974000000000000000000,1275000000000000000000,6699000000000000000000
0x815607a46bdce6723e17375d7e195180ab43de0c,8056000000000000000000,1288000000000000000000,6768000000000000000000
0x46e3afb8e79d35bc83ad41a84443dd8e26bb5d33,8043000000000000000000,1286000000000000000000,6757000000000000000000
0x6d4172fbc4fc831adcaca05e61cba986565f9454,9150000000000000000000,1464000000000000000000,7686000000000000000000
0x22cbb449d40b2e361c63abf4deb6a561430dbe2f,7818000000000000000000,1250000000000000000000,6568000000000000000000
0x6fc34a8b9b4973b5e6b0b6a984bb0becc9ca2b29,8352000000000000000000,1336000000000000000000,7016000000000000000000
0x738264d3a846d52d401dda048228d9bee0ffdbef,8916000000000000000000,1426000000000000000000,7490000000000000000000
0x868d38d6bcb9a2efe2e23f4211d497908e99d66b,8046000000000000000000,1287000000000000000000,6759000000000000000000
0xf90ac9a63549835345d47ece631ed6b403f83984,7929000000000000000000,1268000000000000000000,6661000000000000000000
0xd27822b07095a533870bb35702100156a9576e56,7958000000000000000000,1273000000000000000000,6685000000000000000000
0x9b76399ebcb3a581d4f6be78b6aea96c20ed3b34,8433000000000000000000,1349000000000000000000,7084000000000000000000
0xf51f9dbb95b03f0dc60c79bc7dfeb958cb1c8962,8640000000000000000000,1382000000000000000000,7258000000000000000000
0x8e900d7cc784a47b2f5b4baf0871aadf792d0cc1,8200000000000000000000,1312000000000000000000,6888000000000000000000
0xc61fe428535bc9185d680240576e06ec89005900,7860000000000000000000,1257000000000000000000,6603000000000000000000
0xfcc64cadb9b3deaca3a196bc33613b8df80a9695,9219000000000000000000,1475000000000000000000,7744000000000000000000
0x92d778a1b9ddfec88c86475c108ea98ea66fee4c,8352000000000000000000,1336000000000000000000,7016000000000000000000
0xe55c83a72ed2f9debbc3edc8037f5aa82086e9e8,9494000000000000000000,1519000000000000000000,7975000000000000000000
0x15186f03c41b5c7f395234a7f355a7de33a369e1,9071000000000000000000,1451000000000000000000,7620000000000000000000
0x736e8578d1e3dd8474caed5b830dd3a644030da9,8744000000000000000000,1399000000000000000000,7345000000000000000000
0x0be2412b3514c09540752562852f82d868eb203d,9042000000000000000000,1446000000000000000000,7596000000000000000000
0x2b634e44afaaf491733f4b5b3b6841bd96516ec1,9042000000000000000000,1446000000000000000000,7596000000000000000000
0xc960db1135ab360d7b75c8c1904bb28243922585,9042000000000000000000,1446000000000000000000,7596000000000000000000
0x23f7543c87e168d3e53652c529c390656a6945fd,9043000000000000000000,1446000000000000000000,7597000000000000000000
0x51bf41aef89458f55f02a0a8a672d7203f4d2a39,9042000000000000000000,1446000000000000000000,7596000000000000000000
0xa4b3703e03152dc0ada29442cfc533721baa5ca5,8121000000000000000000,1299000000000000000000,6822000000000000000000
0x01ef802b52e51a5326efebbf938cc2f73f59fcef,8121000000000000000000,1299000000000000000000,6822000000000000000000
0x717f84e50e7384b8fe5df8c98858b7177187a06c,8121000000000000000000,1299000000000000000000,6822000000000000000000
0xdcf1a1b8d33a7c556c5d8a5fd5378c3b8feeb63d,8121000000000000000000,1299000000000000000000,6822000000000000000000
0x64cc1d4e2dedcc46f5744cd99799ade31cf0b6c3,8121000000000000000000,1299000000000000000000,6822000000000000000000
0xe123637854dc59e4fcb02627766751abf5f6e74a,8121000000000000000000,1299000000000000000000,6822000000000000000000
0x6446ee96bdea66f01e54eb7317aa8ce02d3ddf74,8121000000000000000000,1299000000000000000000,6822000000000000000000
0xa6bbad15b9cc15cd1f81874d98dbb78f522161dc,8432000000000000000000,1349000000000000000000,7083000000000000000000
0xb90493d0876734f77a088538e9d49065f9de4d30,7874000000000000000000,1259000000000000000000,6615000000000000000000
0xcb95b54862a2e1ffacee1b45f47516cfd65a95ca,7868000000000000000000,1258000000000000000000,6610000000000000000000
0x529110de014ea7cb4ec4cd6199dcf616041043ea,8416000000000000000000,1346000000000000000000,7070000000000000000000
0xccdd76df0e960953d9d9fb989bd8df296abdc451,9301000000000000000000,1488000000000000000000,7813000000000000000000
0xa31a2add5515d21121bc2a14f345819d4c6bcc2c,8503000000000000000000,1360000000000000000000,7143000000000000000000
0xa1958a37c21372482deff4618baebbec23c9a449,8802000000000000000000,1408000000000000000000,7394000000000000000000
0x96ec73998ab961041b6f6f34e815dd0063301269,9048000000000000000000,1447000000000000000000,7601000000000000000000
0x360dfc3e97c795a14d421278ecc32af8f953e175,9393000000000000000000,1502000000000000000000,7891000000000000000000
0x2832b244122c71f985d2c58e705741f051ab6ce0,8190000000000000000000,1310000000000000000000,6880000000000000000000
0x3fc18db5ef7a4a2d1000b2537addd2793b823439,7781000000000000000000,1244000000000000000000,6537000000000000000000
0x75a5625688a349a15f7f5b98dff0c2c103c27bde,8025000000000000000000,1284000000000000000000,6741000000000000000000
0x6b352735ee8f1cebbc4fa438fc3fae0d42d337c3,8625000000000000000000,1380000000000000000000,7245000000000000000000
0x87c44aab5f7a832af3743c374df20f76879fb3bd,8570000000000000000000,1371000000000000000000,7199000000000000000000
0x34d4d538590da02b68935a1e232965d317caf174,7440000000000000000000,1190000000000000000000,6250000000000000000000
0x789b917ec151791f673367655f25fea5d50aa071,6697000000000000000000,1071000000000000000000,5626000000000000000000
0x830467918947c98a47381c3f171a91b475596f2f,7505000000000000000000,1200000000000000000000,6305000000000000000000
0xc66cfef708f49f4171dc764b25f307e770e19917,7039000000000000000000,1126000000000000000000,5913000000000000000000
0x159f129e65991f8b7e77da8ab475dc87cfd6fbc3,7169000000000000000000,1147000000000000000000,6022000000000000000000
0x6f9bb7e454f5b3eb2310343f0e99269dc2bb8a1d,6628000000000000000000,1060000000000000000000,5568000000000000000000
0x88cac91adde2208039a227b373c2a692c0700547,7061000000000000000000,1129000000000000000000,5932000000000000000000
0x2ecc24e3f73fc96d0dfac9bd12804b97166395de,6659000000000000000000,1065000000000000000000,5594000000000000000000
0x93fc1f35f53a9553534979233caf273214c51fd7,7262000000000000000000,1161000000000000000000,6101000000000000000000
0x9e43b71d2483dff3ed2a369d92a13146c836b100,7418000000000000000000,1186000000000000000000,6232000000000000000000
0x33782fc77170dfbb1f9fbe460a910732f929bc87,6616000000000000000000,1058000000000000000000,5558000000000000000000
0xfaf5cf83230365d10d0cb585b8678cdf0c96e160,6657000000000000000000,1065000000000000000000,5592000000000000000000
0x473d3a2005499301dc353afa9d0c9c5980b5188c,6963000000000000000000,1114000000000000000000,5849000000000000000000
0x67fb0ef18a058418a279c3f7d17da39f7684da69,7400000000000000000000,1184000000000000000000,6216000000000000000000
0xa7162d7678dab477be0abc927a19cc4575d67acd,7313000000000000000000,1170000000000000000000,6143000000000000000000
0xd92fdb169bf65654bc88383fd142a66dd456cf63,6768000000000000000000,1082000000000000000000,5686000000000000000000
0x018c8a81cb02ca1a327baefd400f75f57ea57ba2,7521000000000000000000,1203000000000000000000,6318000000000000000000
0x2b44d9764fbbd2b07fbc48212aee4da331806062,6783000000000000000000,1085000000000000000000,5698000000000000000000
0x3c65f2c497d08b5815f43be7feaf4d4c0ed3aabf,7124000000000000000000,1139000000000000000000,5985000000000000000000
0xcd60678472acfdaba912fff2ce85ce54fb556fab,7135000000000000000000,1141000000000000000000,5994000000000000000000
0x3fb4185036dbf5e0322c23584948fa97597b482c,6737000000000000000000,1077000000000000000000,5660000000000000000000
0xe723161f30e7fc8fe643306bb62b105d1adcce78,7346000000000000000000,1175000000000000000000,6171000000000000000000
0xe17653d1e263ae2cec5fd1156cfdfeb0ba14b484,6595000000000000000000,1055000000000000000000,5540000000000000000000
0x90c0bf8d71369d21f8addf0da33d21dcb0b1c384,6748000000000000000000,1079000000000000000000,5669000000000000000000
0xd8c6e56e3a3cd1920126117976b4ef0bf00f7d85,7657000000000000000000,1225000000000000000000,6432000000000000000000
0x6bfc084ef9ff63cd9535f80ba3b79e7b60e82028,7776000000000000000000,1244000000000000000000,6532000000000000000000
0xca93c1c564bf5a4e8dcca65ce80fbdf66990927d,6829000000000000000000,1092000000000000000000,5737000000000000000000
0x2880a6bb2cd1df6e03dc8bbfbed009de586c2603,7388000000000000000000,1182000000000000000000,6206000000000000000000
0x2529547879e92f4a4a42d76fa53f433363438296,7482000000000000000000,1197000000000000000000,6285000000000000000000
0x3750b281e14b0fcd4880399210ce03a7f570fbd7,6735000000000000000000,1077000000000000000000,5658000000000000000000
0xfb1adc7d075089ebcfc4a1bf806f17b226c7a71c,6632000000000000000000,1061000000000000000000,5571000000000000000000
0xdc6b5549763d893b01a41acf0d7d77ccb44f3417,7540000000000000000000,1206000000000000000000,6334000000000000000000
0x501746059b0236bb2af9d746c71d530fd22e096a,6920000000000000000000,1107000000000000000000,5813000000000000000000
0x193f0ee42a199a0cecd479a9f09ba293eb1ca357,7271000000000000000000,1163000000000000000000,6108000000000000000000
0xd2f6bfcdc308a97367fa546ad7fc667a0dabe763,7320000000000000000000,1171000000000000000000,6149000000000000000000
0x94ae78689b393ec9074bfa49bd169f6bff3c0031,7018000000000000000000,1122000000000000000000,5896000000000000000000
0xd5ab247f5aa34c77f550c897c77ceb71794dd97a,6584000000000000000000,1053000000000000000000,5531000000000000000000
0x872d3fb74cb230faf1746b4e66971551a010ba6d,7355000000000000000000,1176000000000000000000,6179000000000000000000
0xff3fc772434505abff38eecde3c689d4b0254528,6952000000000000000000,1112000000000000000000,5840000000000000000000
0xacdd49252460b4b45afbc129b49642ea6802a2b0,6963000000000000000000,1114000000000000000000,5849000000000000000000
0xcbd6b0dee49eea88a3343ff4e5a2423586b4c1d6,7554000000000000000000,1208000000000000000000,6346000000000000000000
0x19391f0a0d3b6409e57faef5f62bc509433b3d2e,6784000000000000000000,1085000000000000000000,5699000000000000000000
0xc44fd102415ff62769a4e37c70dea27033a5291f,7661000000000000000000,1225000000000000000000,6436000000000000000000
0x093e7ec366aba91365e3c0c48f38ce121dd5a48e,7321000000000000000000,1171000000000000000000,6150000000000000000000
0x1ae974aedf00b84577af4919570be14dc60e3e40,7542000000000000000000,1206000000000000000000,6336000000000000000000
0x9618e430d49cef5f81bac6306e134924dedf836f,7066000000000000000000,1130000000000000000000,5936000000000000000000
0x12158ec38b398631fbed34a8faedb988527e5323,7190000000000000000000,1150000000000000000000,6040000000000000000000
0xbd8ccf3ebe4cc2d57962cdc2756b143ce0135a6b,7688000000000000000000,1230000000000000000000,6458000000000000000000
0xd0319771f95375b161006fb2481fde74eb80ccf4,6731000000000000000000,1076000000000000000000,5655000000000000000000
0xb0fe488d46b961c772400c93d42d18d4cf77d851,7255000000000000000000,1160000000000000000000,6095000000000000000000
0x07f82cea5770723207f8544a00023deb8968755e,5916000000000000000000,946000000000000000000,4970000000000000000000
0x4f1d257f866db120ad985d92298e677a5c7dd771,5810000000000000000000,929000000000000000000,4881000000000000000000
0x72263639b5c028921acc1ca851a83a80e0f5989a,6077000000000000000000,972000000000000000000,5105000000000000000000
0xe9b4d142146ff9f78793c4c0ef2a2bb21b9dfe5a,5878000000000000000000,940000000000000000000,4938000000000000000000
0x9695b507a59f00f2fd667525d9fa661ef0280308,5858000000000000000000,937000000000000000000,4921000000000000000000
0x2f28264d435b75f284c670eda10eb2491fe6b4b0,6190000000000000000000,990000000000000000000,5200000000000000000000
0xf3297d354b7a8c594a54154c7dc03d924b6c87c9,6091000000000000000000,974000000000000000000,5117000000000000000000
0xc03a9b6d345caf348f7b6da508a4dbcb49b4be5a,5813000000000000000000,930000000000000000000,4883000000000000000000
0xdcba480a35e00f35a00afbb2ea1370eb395fe0c0,5831000000000000000000,932000000000000000000,4899000000000000000000
0xd0bc02d64d91a3364a3c7e54e2859d659588a244,6382000000000000000000,1021000000000000000000,5361000000000000000000
0x8199117a9580a98e40b732b735fc42753422f981,5960000000000000000000,953000000000000000000,5007000000000000000000
0xa5910df0ea874ae66ededef0dc2bf2dd0aac3304,6540000000000000000000,1046000000000000000000,5494000000000000000000
0x54dc6782d6fc5fc05f8486d365186ff25cc44ba7,6427000000000000000000,1028000000000000000000,5399000000000000000000
0xb08856994dd338b0db1253dcab0e5f56e27f3985,5912000000000000000000,945000000000000000000,4967000000000000000000
0xc6c1c93926482d78eea1ab3f47a1483962c8b97f,5786000000000000000000,925000000000000000000,4861000000000000000000
0xf018b923bebdef7a8124371b322d7e29a08c3198,6560000000000000000000,1049000000000000000000,5511000000000000000000
0x76686847a10a6d88f3bc890b4f7ab3dfad2e57d5,5909000000000000000000,945000000000000000000,4964000000000000000000
0x63415a2c78bd38ecf7ff1a1a3745c1cd793846f1,5799000000000000000000,927000000000000000000,4872000000000000000000
0x1e4638de9088e6dcd970538f4c8a4020f36c16de,5927000000000000000000,948000000000000000000,4979000000000000000000
0x5fd563fd7fd5c7ec30c0833c6ca7907305ec2abf,5831000000000000000000,932000000000000000000,4899000000000000000000
0xea11dc4d61a374d96f287f368e1d141a64bc1c5e,6134000000000000000000,981000000000000000000,5153000000000000000000
0xbe7e92a1aa52bf219979fb571c5d42a6b4107abf,6545000000000000000000,1047000000000000000000,5498000000000000000000
0x7a4b3d5c1ecdae6345c58b12aba4d6b0af747d5d,6074000000000000000000,971000000000000000000,5103000000000000000000
0x19dd96d1435b2f31bcdbfb2dc2dc9fa75ce5abe4,5844000000000000000000,935000000000000000000,4909000000000000000000
0xefe89cb6174e55713b558a1d584ff4447faa2b2e,6295000000000000000000,1007000000000000000000,5288000000000000000000
0x4bf1c916af61e931d638151c45debc90aaf1b2a3,5997000000000000000000,959000000000000000000,5038000000000000000000
0xad0c883b01e69d79c7aa23bc1b9fd96b16aa4022,5798000000000000000000,927000000000000000000,4871000000000000000000
